"#","ИД установе","Школска управа","Округ","Општина","Насеље","Назив установе","Адреса","Поштански број","Адреса електронске поште","Телефон","Сајт","Матични број","ПИБ","Датум оснивања","Примарна делатност","Власништво","Број одељења","Број комбинованих одељења","Број специјалних одељења","Број ученика","Број девојчица","Број ученика - ИОП 1","Број ученика - ИОП 2","Број ученика - ИОП 3","Број наставника - без замена","Укупна норма наставникаа - без замена","Број запослених - без замена","Укупна норма запослених- без замена"
"318.","1665","Зајечар","Борски управни округ","Бор","Бор","Економско-трговинска школа","Београдска 10","19210","etsbor@mts.rs","(030)2456310","http://etsbor.edu.rs","7351771","102117761","1990-06-15","Средње стручне школе","Државно","15","1","2","351","265","0","7","0","48","29.605500","59","41.055500"
"319.","1666","Зајечар","Борски управни округ","Бор","Бор","Техничка школа","Београдска 10","19210","tehnickaskolabor@mts.rs","(030)2100024","http://www.tsbor.edu.rs","7264224","100626211","1946-10-09","Средње стручне школе","Државно","14","0","0","298","169","0","10","0","48","29.892000","61","43.892000"
"320.","1667","Зајечар","Борски управни округ","Бор","Бор","Машинско-електротехничка школа","Зелени булевар 24","19210","mes@mesbor.edu.rs","(030)456022","http://mesbor.edu.rs","7264259","100628729","1990-06-05","Средње стручне школе","Државно","23","0","0","592","104","0","1","0","59","50.084900","73","65.484900"
"321.","1668","Зајечар","Борски управни округ","Мајданпек","Мајданпек","Гимназија Миле Арсенијевић Бандера","Велике Ливаде 2","19250","gimmpek@gmail.com","30581492","http://www.gimnazija-majdanpek.edu.rs","7677316","100625671","1990-06-27","Гимназије","Државно","4","0","0","82","67","0","0","0","26","7.039900","30","11.739900"
"322.","1669","Зајечар","Борски управни округ","Мајданпек","Мајданпек","Техничка школа","Велике ливаде 2","19250","majdanpektehnickaskola@gmail.com","030-581408","http://www.tsmajdanpek.edu.rs","7648847","100625655","1990-06-27","Средње стручне школе","Државно","14","0","0","298","98","0","9","0","43","31.169900","55","44.669900"
"323.","1672","Зајечар","Борски управни округ","Неготин","Неготин","Неготинска гимназија","Хајдук Вељкова 3","19300","negotinskagimnazija@mts.rs","(019)541974","http://www.negotinskagimnazija.edu.rs","07129190","100773710","1990-05-15","Гимназије","Државно","13","0","1","292","153","1","0","0","37","23.500800","46","35.000800"
"324.","1673","Зајечар","Борски управни округ","Неготин","Неготин","Пољопривредна школа са домом ученика Рајко Боснић","Буковски пут бб","19300","bukovo@mts.rs","(019)3542055","http://www.bukovo.edu.rs","7129181","100773701","1891-05-17","Средње стручне школе","Државно","15","1","0","348","216","3","2","0","47","35.878000","93","80.958000"
"325.","1674","Зајечар","Борски управни округ","Неготин","Неготин","Техничка школа","Миомира Радосављевића Пикијева 9","19300","tehnickanegotin@gmail.com","(019)544185","http://www.tehnicka-negotin.com","07129173","100776925","1966-09-10","Средње стручне школе","Државно","11","3","0","252","47","3","1","0","44","23.646300","53","34.646300"
"326.","1675","Зајечар","Зајечарски управни округ","Зајечар - град","Зајечар","Гимназија","Кнегиње Љубице 5","19000","gimza@ptt.rs","(019)422564","http://gimza.edu.rs","7351356","101328437","1836-08-22","Гимназије","Државно","15","0","1","353","225","0","0","2","46","27.916800","57","38.916800"
"327.","1676","Зајечар","Зајечарски управни округ","Зајечар - град","Зајечар","Економско-трговинска школа","Кнегиње Љубице 3-5","19000","etsza@verat.net","(019)421932","http://www.etszajecar.edu.rs","7351321","100577201","1946-07-31","Средње стручне школе","Државно","21","2","0","573","391","2","10","0","71","50.347800","88","68.647800"
"328.","1677","Зајечар","Зајечарски управни округ","Зајечар - град","Зајечар","Медицинска школа","Кнегиње Љубице 3-5","19000","medskozajecar@ptt.rs","(019)443858","http://medicinskazajecar.edu.rs","7351330","100578583","1948-07-30","Средње стручне школе","Државно","19","0","0","566","426","0","0","0","98","54.220000","109","67.220000"
"329.","1678","Зајечар","Зајечарски управни округ","Зајечар - град","Зајечар","Техничка школа","Кнегиње Љубице 3-5","19000","tehskola@ptt.rs","(019)422876","http://www.tsz.edu.rs","7351348","101331561","1987-02-25","Средње стручне школе","Државно","26","0","0","693","124","0","2","0","73","57.946700","89","77.016700"
"330.","1679","Зајечар","Зајечарски управни округ","Бољевац","Бољевац","Средња школа Никола Тесла","Кнеза Милоша 13","19370","ssnteslaboljevac@gmail.com","(030)463391","http://www.ssnikolatesla.edu.rs","7127448","100704611","1963-05-15","Средње стручне школе","Државно","12","0","0","183","73","3","4","0","35","19.639100","45","30.639100"
"331.","1680","Зајечар","Зајечарски управни округ","Књажевац","Књажевац","Књажевачка гимназија","Карађорђева 16","19350","gimnazijaknjaz@gmail.com","(019)732620","http://www.knjazevacka-gimnazija.edu.rs","7127774","100630959","1871-01-20","Гимназије","Државно","11","0","0","239","137","0","0","0","32","19.569300","40","28.769300"
"332.","1681","Зајечар","Зајечарски управни округ","Књажевац","Књажевац","Техничка школа","Карађорђева 52","19350","tehknjaz@gmail.com","(019)730350","http://tehnickaskolaknjazevac.wordpress.com","7127804","100635171","1931-06-06","Средње стручне школе","Државно","18","2","0","451","197","0","1","0","60","43.986800","77","60.046800"
"333.","1682","Зајечар","Зајечарски управни округ","Сокобања","Сокобања","Средња школа Бранислав Нушић","Митрополита Михаила 5","18230","bnusic@ptt.rs","(018)830525","https://bnusicsbanja.wordpress.com","7128525","100691534","1962-05-25","Средње стручне школе","Државно","15","3","0","325","186","0","2","0","48","34.101900","59","48.101900"
